DATE,COMNAM,PERMNO,PERMCO
19970730,AMERICAN COUNTRY HOLDINGS INC,80062,29684
20000509,AMERICAN COUNTRY HOLDINGS INC NE,80062,29684
19931201,CELEX GROUP INC,80063,12625
19960916,SUCCESSORIES INC,80063,12625
19721214,VALLEY FORGE CORP,80064,5768
19970613,VALLEY FORGE CORP DEL,80064,5768
19930401,MASON DIXON BANCSHARES INC,80065,12065
19931201,INTERNATIONAL SEMI TECH MICROEL,80068,28068
19940922,SEMI TECH CORP,80068,28068
19931214,INTERACTIVE INC,80069,12204
20010216,INTERACTIVE GROUP INC NEW,80069,12204
20040115,ARROWHEAD RESEARCH CORP,80069,12204
20160407,ARROWHEAD PHARMACEUTICALS INC,80069,12204
19931201,SUNCOR INC,80070,29139
19970418,SUNCOR ENERGY INC,80070,29139
20090803,SUNCOR ENERGY INC NEW,80070,29139
19931206,A M INTERNATIONAL INC NEW,80071,30061
19970529,MULTIGRAPHICS INC,80071,30061
19810529,VALLEY NATIONAL BANK PASSAIC,80072,4818
19830502,VALLEY NATIONAL BANCORP,80072,4818
19931215,AVIALL INC NEW,80073,30063
19931210,CAMCO INTERNATIONAL INC,80074,30064
19931203,CENTERPOINT PROPERTIES CORP,80075,30065
19971016,CENTERPOINT PROPERTIES TRUST,80075,30065
19931210,COASTCAST CORP,80076,30066
19931222,COLUMBUS REALTY TRUST,80077,30067
19931220,CORPORATE HIGH YIELD FUND II INC,80078,30068
19940125,CYTEC INDUSTRIES INC,80079,30069
19940104,EASTMAN CHEMICAL CO,80080,30070
19931221,EMERGING MARKETS INFRASTR FD INC,80081,30071
20001103,EMERGING MKTS TELECOM FD INC NEW,80081,30071
20100414,ABERDEEN EMERG MKTS TEL FD INC,80081,30071
20101104,ABERDEEN EMRG MKTS TELE & INF FD,80081,30071
20130321,ABERDEEN EMG MTS SM CO OP FD INC,80081,30071
19931213,FLETCHER CHALLENGE LTD,80082,30072
20010726,FLETCHER CHALLENGE FORESTS LTD,80082,30072
20040331,TENON LTD,80082,30072
19931213,FLETCHER CHALLENGE LTD,80083,30072
19931210,G & L REALTY CORP,80084,30073
19931214,GRUPO MEXICANO DE DESARROLLO SA,80085,30074
19931214,GRUPO MEXICANO DE DESARROLLO SA,80086,30074
19931207,GRUPO CASA AUTREY SA DE CV,80087,30075
20000519,GRUPO CASA SABA S A DE C V,80087,30075
19931201,GRUPO FINANCIERO SERFIN SA DE CV,80088,30076
19950417,GRUPO FINANCIERO SERFIN SA,80088,30076
19931214,GRUPO TELEVISA SA,80089,30077
19931217,ALEXANDER HAAGEN PROPERTIES INC,80090,30078
19980831,CENTERTRUST RETAIL PPTYS INC,80090,30078
19990722,CENTER TRUST INC,80090,30078
19931216,HOME HOLDINGS INC,80091,30079
19931201,IRVINE APARTMENT COMMUNITIES INC,80092,30080
19931215,J & L SPECIALTY STEEL INC,80093,30081
19931203,PACTEL CORP,80094,30082
19940406,AIRTOUCH COMMUNICATIONS,80094,30082
19931217,PAKISTAN INVESTMENT FUND INC,80095,30083
19931223,SALOMON BROS WORLDWIDE INC FD,80096,30084
20061009,WESTERN ASSET WORLDWIDE INC FUND,80096,30084
19931222,SCHRODER ASIAN GROWTH FUND INC,80097,30085
19931214,SHEFFIELD EXPLORATION COMPANY IN,80098,11085
19960605,TRANSMONTAIGNE OIL CO,80098,11085
20050505,TRANSMONTAIGNE INC,80098,11085
19721214,VALLEY NATIONAL BANK AZ PHOENIX,80099,4820
19810701,VALLEY NATIONAL CORP AZ,80099,4820
19931214,SIMON PROPERTY GROUP INC,80100,30086
19960812,SIMON DEBARTOLO GROUP INC,80100,30086
19980925,SIMON PROPERTY GROUP INC NEW,80100,30086
19780807,VALLEY VIRGINIA BANKSHARES INC,80101,4776
19931209,SUN COMMUNITIES INC,80102,30087
19931209,THERMO REMEDIATION INC,80103,30089
19980918,THERMORETEC CORPORATION,80103,30089
19931208,U T I ENERGY CORP,80104,30090
19931215,AMWAY ASIA PACIFIC LTD,80105,30091
19930402,INCO HOMES CORPORATION,80106,12066
19970116,INCO HOMES CORP,80106,12066
19930402,HAMILTON BANCORP INC,80107,12067
19930922,NEUREX CORPORATION,80108,12420
19931110,PETSTUFF INC,80109,12552
19940119,AMERICANA GOLD DIAMOND HLDGS INC,80110,12777
19940126,BATTERY TECHNOLOGIES INC,80111,12798
19940121,CASCADE BANCORP,80112,12784
19940121,CELADON GROUP INC,80113,12783
19940125,C M G INFORMATION SERVICES INC,80114,12793
19981221,C M G I INC,80114,12793
20080930,MODUSLINK GLOBAL SOLUTIONS INC,80114,12793
20180227,STEEL CONNECT INC,80114,12793
19940124,COMMONWEALTH FSB VALLEY FORGE PA,80115,12789
19940701,COMMONWEALTH SAVINGS BANK PA,80115,12789
19960617,COMMONWEALTH BANCORP INC,80115,12789
19940114,CONTINENTAL WASTE INDUSTRIES INC,80116,12771
19940106,CONSOLIDATED TECHNOLOGY GRP LTD,80117,12757
19940110,CRESCENT AIRWAYS CORP,80118,12765
19940104,ENVIRODYNE INDUSTRIES INC,80119,1556
19980908,VISKASE COMPANIES INC,80119,1556
19740617,VALLEYLAB INC,80120,25971
19940107,FIDELITY FEDERAL SVGS BK FLA,80121,12763
19970130,FIDELITY BANKSHARES INC,80121,12763
20010515,FIDELITY BANKSHARES INC NEW,80121,12763
19940104,F F L C BANCORP INC,80122,12752
19940125,GAMETEK INC,80123,12795
19940106,G F S BANCORP INC,80124,12762
19940111,GLENDALE CO OP BANK MA,80125,12766
19940120,GREAT LAKES AVIATION LTD,80126,12780
19940128,G P FINANCIAL CORP,80127,12807
19950508,GREENPOINT FINANCIAL CORP,80127,12807
19721214,VALMONT INDUSTRIES INC,80128,4761
19940103,HALLMARK CAPITAL CORP,80129,12750
20001027,LEDGER CAPITAL CORP,80129,12750
19940106,HARBOR FED SVGS BANK FLA,80130,12759
19970626,HARBOR FLORIDA BANCSHARES INC,80130,12759
19940125,HARRIS SAVINGS BANK PA,80131,12794
19970918,HARRIS FINANICAL INC,80131,12794
19940125,HILITE INDUSTRIES INC,80132,12797
19940119,HAMPTON RESOURCES CORP,80133,12779
19940126,HUGOTON ENERGY CORP,80134,12800
19940128,INTERIM SERVICES INC,80135,12806
20000707,SPHERION CORP,80135,12806
20100301,S F N GROUP INC,80135,12806
19721214,ALBERTS INC,80136,4764
19780712,VALOR INVESTMENT FUND INC,80136,4764
19940124,JACKSON HEWITT INC,80137,12792
19940125,L A T SPORTSWEAR INC,80138,12791
20000302,FULL LINE DISTRIBUTORS INC,80138,12791
19940104,LETCHWORTH INDPT BCSHS CORP,80139,12751
19940126,LIGHT SAVERS USA INC,80140,12801
19961018,HOSPITALITY WORLDWIDE SRVCS INC,80140,12801
19991229,HOTELWORKS COM INC,80140,12801
19940112,MEDMARCO INC,80141,12768
19961101,T H C HOMECARE INC,80141,12768
19961224,T H C HOMECARE INC NEW,80141,12768
19970305,T H C HOMECARE INC,80141,12768
19940119,M H MEYERSON & CO INC,80142,12778
20031020,CROWN FINANCIAL GROUP INC,80142,12778
19940124,MAXSERV INC,80143,12790
19770808,VALTEC CORP,80144,4836
19940128,ANESTA CORP,80145,12808
19940128,NEXAGEN INC,80146,12804
19950222,NEXSTAR PHARMACEUTICALS INC,80146,12804
19940118,PEOPLES BANK CORP OF INDIANAPOLI,80147,12776
19940112,ROBOMATIX TECHNOLOGIES LTD,80148,12769
19940125,RICHEY ELECTRONICS INC,80149,12796
19940103,SECURITY CAPITAL CORP WIS,80150,12749
19940105,STATEFED FINANCIAL CORP,80151,12755
19760324,VALTEK INC,80152,4765
19940128,ANCHOR GAMING,80153,12805
19940114,LINCOLN SNACKS CO,80154,12774
19940106,FIRST SVGS BK MOORE CNTY SSB NC,80155,12758
19951101,FIRST SAVINGS BANCORP INC NC,80155,12758
19940111,SPARTA FOODS INC,80156,12767
19940106,SPRECKELS INDUSTRIES INC,80157,28252
19940113,SWEETWATER INC,80158,12770
19940121,TUFCO TECHNOLOGIES INC,80159,12788
19940126,PERSONNEL MANAGEMENT INC,80160,12799
19940121,DEFLECTA SHIELD CORP,80161,12786
19940121,2 I INC,80162,12787
19940121,US WATS INC,80163,12785
20000504,CAPSULE COMMUNICATIONS INC,80163,12785
19940118,VENEZUELAN GOLDFIELDS LTD,80164,12775
19940520,VENGOLD INC,80164,12775
19940127,TELULAR CORP,80165,12802
19940110,WESTERFED FINANCIAL CORP,80166,12764
19940120,KINERET ACQUISITION CORP,80167,12569
19941213,HAIN FOOD GROUP INC,80167,12569
20000531,HAIN CELESTIAL GROUP INC,80167,12569
19940127,FEDERAL AGRICULTURAL MORT CORP,80168,28392
19940127,FEDERAL AGRICULTURAL MORT CORP,80169,28392
19940118,AMERICAN INSURED MRTG INV LP 86,80170,30093
19940118,AMERICAN INSURED MRTG INV LP 88,80171,30094
19940121,AMERICAS INCOME TRUST INC,80172,30095
19940125,CRISTALERIAS DE CHILE SA,80173,30096
19940114,FRANKLIN ADVANTAGE RL EST INC FD,80174,30097
19940114,FRANKLIN REAL ESTATE INCOME FUND,80175,30098
19940114,FRANKLIN SELECT REAL EST INC FD,80176,30099
19960605,FRANKLIN SELECT REALTY TRUST,80176,30099
19940111,G T GLOBAL DEVELOPING MKTS FD IN,80177,30100
19940120,GABLES RESIDENTIAL TRUST,80178,30101
19830510,VALUE LINE INC,80179,5974
19940120,GLIMCHER REALTY TRUST,80180,30102
19940103,HUNTWAY PARTNERS LP,80181,28273
19980601,HUNTWAY REFINING CO,80181,28273
19940114,J P REALTY INC,80182,30103
19940128,MID AMERICA APT COMMUNITIES INC,80183,30104
19940127,O SULLIVAN INDUSTRIES HLDNGS INC,80184,30105
19940120,PLANTRONICS INC NEW,80185,30106
19940127,PLAYTEX PRODUCTS INC,80186,30107
19721214,VAN DUSEN AIR INC,80187,4767
19940110,PYROCAP INTERNATIONAL CORP,80188,30108
19940127,SECURITY CONNECTICUT CORP,80189,30109
19940209,A M L I RESIDENTIAL PPTYS TR,80190,30248
19940311,ALBEMARLE CORP,80191,30249
19940210,AMERICAN PAGING INC,80192,30250
19940223,BEAZER HOMES USA INC,80193,30251
19721214,VAN DYK RESH CORP,80195,4782
19861028,PRECISION RESOURCES INC,80195,4782
19940225,DELAWARE GRP GLOB DIV & INC FD,80196,30252
20011203,DELAWARE INV GLOB DIV & INC FD,80196,30252
19940202,EMPRESAS LA MODERNA SA DE CV,80197,30253
19990413,SAVIA SA DE CV,80197,30253
19940218,GLOBAL PRIVATIZATION FD INC,80198,30254
19940304,GLOBAL PRIVATIZATION FD INC NEW,80198,30254
19940215,HARVEYS CASINO RESORTS,80199,30255
19940215,INDIA FUND INC,80200,30256
19940210,ISTITUTO MOBILIARE ITALIANO,80201,30259
19940218,INTERCAPITAL INSD MUNI SECS,80202,30257
19940218,INTERCAPITAL INSD CA MUNI SECS,80203,30258
19940217,MARTIN MARIETTA MATERIALS INC,80204,30260
19940204,MORGAN STANLEY AFRICA INV FD INC,80205,30261
19990629,MORGAN STANLEY D W AFR INV FD IN,80205,30261
20010523,MORGAN STANLEY AFRICA INV FD INC,80205,30261
19940218,MORGAN STANLEY INDIA INV FD INC,80206,30262
19990629,MORGAN STANLEY D W IND INV FD IN,80206,30262
20010523,MORGAN STANLEY INDIA INV FD INC,80206,30262
19940218,NATIONS GOVT INC TM TR 2004 INC,80207,30263
19721214,VAN SCHAACK & CO,80208,4771
19940210,PACIFIC GULF PROPERTIES INC,80209,30264
19940302,RAYONIER INC NEW,80210,30265
19940225,SOUTHERN AFRICA FUND INC,80211,30266
19940209,SUMMIT PROPERTIES INC,80212,30267
19940202,WALDEN RESIDENTIAL PPTYS INC,80213,30268
19940209,WESTERN NATIONAL CORP,80214,30269
19940202,WIZ TECHNOLOGY INC,80215,30270
19770225,VANDERBILT ENERGY CORP,80216,4791
19940222,WORLDWIDE DOLLARVEST FUND INC,80217,30271
19940228,ABLE TELECOM HOLDING CORP,80220,12887
19940223,ARDEN INDUSTRIAL PRODUCTS INC,80221,12869
19940204,ALANTEC CORP,80222,12822
19940214,BOSTON PRIVATE BANCORP INC,80223,12848
19980423,BOSTON PRIVATE FINL HLDGS INC,80223,12848
19830908,VANDERBILT GOLD CORP,80224,6365
19940214,BOARDWALK CASINO INC,80225,12849
19940217,C A I WIRELESS SYSTEMS INC,80226,12861
19940218,CONWEST EXPLORATION LTD,80227,12864
19940224,A E S CHINA GENERATING LTD,80228,12875
19940225,CONCORD HOLDING CORP,80229,12882
19940210,INTERNATIONAL RETAIL SYS INC,80230,12839
19950106,CANMAX INC,80230,12839
19940209,CONSEP INC,80231,12833
19721214,VANGUARD STUDIOS INC,80232,4768
19940210,DAKTRONICS INC,80233,12843
19940216,DELRINA CORP,80234,12855
19940201,DIGITAL LINK CORP,80235,12810
19940211,D S P GROUP INC,80236,12846
19940224,ELECTRIC FUEL CORP,80237,12874
20030917,AROTECH CORP,80237,12874
19940209,ELTRON INTERNATIONAL INC,80238,12836
19940202,EQUITY MARKETING INC,80239,12816
20040915,EMAK WORLDWIDE INC,80239,12816
19940225,EFFECTIVE MANAGEMENT SYS INC,80240,12879
19940223,EQUITY INNS INC,80241,12872
19940202,ESMOR CORRECTIONAL SERVICES INC,80242,12817
19960806,CORRECTIONAL SERVICES CORP,80242,12817
19940223,FINISHMASTER INC,80243,12870
19940224,GLOBAL VILLAGE COMMUNICATION,80244,12873
19980619,ONEWORLD SYSTEMS INC,80244,12873
19940218,HIRSCH INTERNATIONAL CORP,80245,12866
19940204,HANOVER GOLD CO INC,80246,12824
19940225,HYMEDIX INC,80247,12881
19940208,INTERCEL INC,80248,12827
19970701,POWERTEL INC,80248,12827
19940203,I G E N INC,80249,12818
19961108,IGEN INTERNATIONAL INC,80249,12818
19940217,INTEGRATED SILICON SYSTEMS INC,80250,12862
19940207,LEASEWAY TRANSPORTATION CORP NEW,80251,12825
19940201,MAPINFO CORP,80252,12812
19940211,MECKLERMEDIA CORP,80253,12847
19940217,MOBILE MINI INC,80254,12859
19940210,MODERN MEDICAL MODALITIES CORP,80255,12842
19940216,NASHVILLE COUNTRY CLUB INC,80256,12857
19970910,T B A ENTERTAINMENT CORP,80256,12857
19940218,NATURAL MICROSYSTEMS CORP,80257,12867
20010507,N M S COMMUNICATIONS CORP,80257,12867
20081208,LIVEWIRE MOBILE INC,80257,12867
19940216,NEUROBIOLOGICAL TECHNOLOGIES INC,80258,12854
19721214,VANIER GRAPHICS CORP,80259,4770
19940224,NETWORK LONG DISTANCE INC,80260,12878
19940216,OCTAGON INC,80261,12858
19940201,PARCPLACE SYSTEMS INC,80262,12813
19950831,PARCPLACE DIGITALK INC,80262,12813
19971001,OBJECTSHARE INC,80262,12813
19940210,PARK MEDITECH INC,80263,12838
19940208,INTERNATIONAL POST GROUP INC,80264,12832
19940218,INTERNATIONAL POST LIMITED,80264,12832
19970829,VIDEO SERVICES CORP,80264,12832
19940210,PROCEPT INC,80265,12840
20000131,HEAVENLYDOOR COM INC,80265,12840
20010102,PALIGENT INC,80265,12840
19940228,QLOGIC CORP,80266,12884
19830603,VANZETTI SYSTEMS INC,80267,6036
19940201,QUIZNOS FRANCHISE CORP,80268,12814
19950526,QUIZNOS CORP,80268,12814
19940222,RECONVERSION TECHNOLOGIES INC,80269,12868
19940209,ROTARY POWER INTL INC,80270,12837
19940204,RENAISSANCE COMMUNICATIONS CORP,80271,12821
19940211,SOFTDESK INC,80272,12844
19940203,SEILER POLLUTION CONTROL SYS INC,80273,12819
19940209,SIGMATRON INTERNATIONAL INC,80274,12835
19760722,VAPOR CORP,80275,4772
19940218,SILICOM LTD,80276,12865
19940214,SKYLINE MULTIMEDIA ENTMT INC,80278,12852
19940210,SONIC SOLUTIONS,80279,12841
19940225,TOTAL CONTAINMENT INC,80280,12880
19940209,TATHAM OFFSHORE INC,80281,12834
19940224,STRATOSPHERE CORP,80282,12877
19760210,VAPORTECH CORP,80283,4773
19940228,TRIANGLE BANCORP INC,80284,12883
19940208,TRISM INC,80285,12829
19940218,TRACTOR SUPPLY CO NEW,80286,12863
19940208,UNITED VISION GROUP INC,80287,12831
19940228,UNIVERSAL MFG CO,80288,26806
19940202,U S A MOBILE COMM HLDGS INC,80289,12815
19940208,WEBCO INDUSTRIES INC,80290,12828
19721214,VARADYNE INDUSTRIES INC,80291,25972
19940214,XPEDITE SYSTEMS INC,80292,12850
19940203,YOUTH SERVICES INTL INC,80293,12820
19940201,ROANOKE GAS CO,80294,26503
19990702,R G C RESOURCES INC,80294,26503
19940208,FEDERAL INDUSTRIES LTD CDA,80295,28143
19950601,RUSSEL METALS INC,80295,28143
19940218,CELEBRITY ENTERTAINMENT INC,80296,12782
19940223,EMMIS BROADCASTING CORP,80297,28344
19980724,EMMIS COMMUNICATIONS CORP,80297,28344
19940225,OLIVER TRANSPORTATION INC,80298,12219
19940225,PORTER MCLEOD NATL RETAIL INC,80299,12218
19940228,PHARMA PATCH PLC,80300,12885
19940314,AMERICAN CINEMASTORES INC,80301,12916
19971112,APPAREL TECHNOLOGIES INC,80301,12916
19940329,APPLIED DIGITAL ACCESS INC,80302,12953
19940330,A K STEEL HOLDING CORP,80303,12961
19820430,VARI CARE INC,80304,5512
19940329,FIRST ALERT INC,80305,12957
19940304,BIOCRYST PHARMACEUTICALS INC,80306,12902
19940329,BIOVAIL CORP INTERNATIONAL NEW,80307,12952
20000316,BIOVAIL CORP,80307,12952
20100928,VALEANT PHARMACEUTICALS INTL INC,80307,12952
20180716,BAUSCH HEALTH COMPANIES INC,80307,12952
19940309,BUCKEYE COMMUNICATIONS INC,80308,12905
19940310,BORROR CORP,80309,12910
19970508,DOMINION HOMES INC,80309,12910
19940325,BIOSEPRA INC,80310,12947
19990517,BIOSPHERE MED INC,80310,12947
19940324,CAREER HORIZONS INC,80311,12943
19721214,VARIABLE ANNUITY LIFE INS CO,80312,4769
19940303,CIDCO INC,80313,12899
19940314,CEDAR GROUP INC,80314,10368
19960801,DOMINION BRIDGE CORP,80314,10368
19940329,CHAMPPS ENTERTAINMENT INC,80315,12956
19940317,CIBER INC,80316,12924
19940329,CAMERON ASHLEY INC,80317,12959
19951121,CAMERON ASHLEY BLDG PRODS INC,80317,12959
19940301,CITI BANCSHARES INC,80318,12892
19940330,CONESTOGA BANCORP INC,80319,12963
19940317,COPART INC,80320,12926
19940323,CRYSTALLUME INC,80321,12941
19960312,ELECTRONIC DESIGNS INC,80321,12941
19940304,C S L LIGHTING MANUFACTURING INC,80322,12903
19940323,DAKOTAH INC,80323,12939
19940311,DRYPERS CORP,80324,12913
19940303,ELECTRONIC FAB TECHNOLOGY CORP,80325,12898
19970612,EFTC CORP,80325,12898
20020301,SUNTRON CORP,80325,12898
19940316,EQUITABLE FEDERAL SAVINGS BK MD,80326,12921
20000411,EQUITABLE BANK MD,80326,12921
19940309,JUST FOR FEET INC,80327,12907
19940330,FIRST KNOX BANC CORP,80328,12962
19940318,FLEXTRONICS INTERNATIONAL LTD,80329,12930
20160928,FLEX LTD,80329,12930
19940322,GARDEN STATE BANCSHARES INC,80330,12936
19940324,GULF SOUTH MEDICAL SUPPLY INC,80331,12942
19940322,GASONICS INTERNATIONAL CORP,80332,12937
19940303,HEALTH POWER INC,80333,12896
19940301,INFOSOFT INTERNATIONAL INC,80334,12891
19950501,INSO CORP,80334,12891
20000829,EBT INTERNATIONAL INC,80334,12891
19940324,KELLY RUSSELL STUDIOS INC,80335,12944
19940328,LANDMARK BANCSHARES INC,80336,12951
20011009,LANDMARK BANCORP INC,80336,12951
19940318,MINNESOTA EDUCATIONAL COMP CORP,80337,12931
19940325,M F B CORP,80338,12948
19721214,VARISYSTEMS CORP,80339,25973
19940331,MARSHALLTOWN FINANCIAL CORP,80340,12965
19940323,MOTORCAR PARTS & ACCESSORIES INC,80341,12938
20040127,MOTORCAR PARTS OF AMERICA INC,80341,12938
19940303,NATURES ELEMENTS HOLDING CORP,80342,12900
19940315,N N BALL & ROLLER INC,80343,12917
20000609,N N INC,80343,12917
19940301,NORTON MCNAUGHTON INC,80344,12889
19990209,MCNAUGHTON APPAREL GROUP INC,80344,12889
19940318,NORTHWEST AIRLINES CORP,80345,12934
19940323,NEW WORLD COMMUNICATIONS GRP INC,80346,12940
19721214,VARLEN CORP,80347,4830
19940309,NATIONAL WIRELESS HOLDINGS INC,80348,12906
20020212,N W H INC,80348,12906
19940317,ORGANIK TECHNOLOGIES INC,80349,12927
19940301,CYCLOPSS MEDICAL SYSTEMS INC,80350,12888
19950208,CYCLOPSS CORP,80350,12888
19940329,P C SERVICE SOURCE INC,80351,12955
19940318,PETCO ANIMAL SUPPLIES INC,80352,12929
19940303,P H C INC MA,80353,12897
19940331,PERPETUAL MIDWEST FINANCIAL INC,80354,12968
19721214,VAUGHAN JACKLIN CORP,80355,4812
19940315,PRIME RETAIL INC,80356,12920
19940329,PAUL SON GAMING CORP,80357,12954
20040901,GAMING PARTNERS INTL CORP,80357,12954
19940311,PROPHET 21 INC,80358,12914
19940302,QUALITY DINING INC,80359,12893
19940329,REPTRON ELECTRONICS INC,80360,12958
19940303,ROCK TENN CO,80361,12895
19940318,SCANSOURCE INC,80362,12933
19840320,VAWTPOWER INC,80363,6797
19940328,SHURGARD STORAGE CENTERS INC,80364,12950
19940301,CREATOR CAPITAL INC,80365,12890
19950201,SKY GAMES INTERNATIONAL LTD,80365,12890
19970708,INTERACTIVE ENTERTAINMENT LTD,80365,12890
19940302,SNOWRUNNER INC,80366,12894
19941230,SLED DOGS CO,80366,12894
19940315,SOUTH POINTE ENTERPRISES INC,80367,12919
19960222,METRO GLOBAL MEDIA INC,80367,12919
19940322,SUPER VISION INTERNATIONAL INC,80368,12935
20070416,NEXXUS LIGHTING INC,80368,12935
20121115,REVOLUTION LIGHTING TECH INC,80368,12935
19940316,TEXAS REGIONAL BANCSHARES INC,80369,12923
19940317,TRIPLE S PLASTICS INC,80370,12925
19940310,TRANSTEXAS GAS CORP,80371,12909
19940310,UROMED CORP,80372,12912
19940330,VIP GLOBAL CAPITAL INC,80373,12960
19940324,VECTRA BANKING CORP,80374,12945
19940310,OLYMPIC STEEL INC,80375,12908
19940303,INTERNATIONAL VITAMIN CORP,80376,12860
19960401,I V C INDUSTRIES INC,80376,12860
19940304,PEARCE SYSTEMS INTERNATIONAL INC,80377,12851
19940316,STRATEGIC DISTRIBUTION INC,80378,29276
19940324,INTERNATIONAL CANINE GENETIC INC,80379,12034
19940324,INTEGRATED MICRO PRODUCTS PLC,80380,12946
19940311,BAY APARTMENT COMMUNITIES INC,80381,30345
19980605,AVALON BAY COMMUNITIES INC,80381,30345
19981005,AVALONBAY COMMUNITIES INC,80381,30345
19940322,COLD METAL PRODUCTS INC,80382,30346
19940330,CROWN LABORATORIES INC,80383,30347
19940318,EMERGING MARKETS FLTG RATE FD IN,80384,30348
20030421,SALOMON BROTHERS EMRG MKT FLT RT,80384,30348
20061009,WESTERN ASSET EMERG MKT FLTNG RT,80384,30348
19940307,EMERGING TIGERS FUND INC,80385,30349
19940315,EMPHESYS FINANCIAL GROUP INC,80386,30350
19940318,EOTT ENERGY PARTNERS LP,80387,30351
19940315,EXECUTIVE RISK INC,80388,30352
19940318,FIDELITY ADVISOR EMERG ASIA FD I,80389,30353
19840425,VECTOR AUTOMATION INC,80390,6816
19940311,GREENSTAR TELECOMMUNICATIONS INC,80391,30354
19950309,G S T TELECOMMUNICATIONS INC,80391,30354
19940329,GRUPO EMBOTELLADOR DE MEXICO SA,80392,30355
19970407,PEPSI GEMEX S A DE C V,80392,30355
19940324,HI SHEAR TECHNOLOGY CORP,80393,30356
19940324,HIGHLANDER INCOME FUND INC,80394,30357
19940322,J D N REALTY CORP,80395,30358
19940316,JALATE LTD,80396,30359
19940303,JARDINE FLEMING INDIA FUND INC,80397,30360
20030630,SAFFRON FUND INC,80397,30360
19810720,VECTOR ENERGY CORP,80398,4783
19940310,MACERICH CO,80399,30362
19940304,NEW SOUTH AFRICA FUND INC,80400,30363
19940318,R C M STRATEGIC GLOBAL GOV FD IN,80401,30364
20020319,P I M C O STRATEGIC GLOBAL GOV F,80401,30364
20140303,P I M C O STRATEGIC INCOME FD IN,80401,30364
19940404,RALCORP HOLDINGS INC,80402,30365
19940329,ROUGE STEEL CO,80404,30367
19970731,ROUGE INDUSTRIES INC,80404,30367
19940331,SCUDDER WORLD INCM OPTYS FD INC,80405,30368
19940331,SECURITY CAPITAL INDUSTRIAL TR,80406,30369
19980701,PROLOGIS TRUST,80406,30369
20020628,PROLOGIS,80406,30369
19940310,SOLIGEN TECHNOLOGIES INC,80407,30370
19940316,STORAGE USA INC,80408,30372
19940308,TELEFONICA DE ARGENTINA S A,80409,30373
19940318,WESTERN ATLAS INC,80410,30374
19721214,FRANKLIN LIFE INSURANCE CO,80411,1680
19790102,FDS HOLDING CO,80411,1680
19940415,AGREE REALTY CORP,80412,30378
19940415,A Z C O MINING INC,80413,30379
19940412,CENTENNIAL TECHNOLOGIES INC,80414,30380
19940412,CENTEX CONSTRUCTION PRODUCTS INC,80415,30381
20040202,EAGLE MATERIALS INC,80415,30381
19940412,COLE NATIONAL CORP NEW,80416,30382
19940429,CRESCENT REAL ESTATE EQUITIES IN,80417,30384
19970102,CRESCENT REAL ESTATE EQUITIES TR,80417,30384
19970129,CRESCENT REAL ESTATE EQUITIES CO,80417,30384
19940415,DEBARTOLO REALTY CORP,80418,30385
19811014,VECTOR GRAPHIC INC,80419,5109
19940414,INTERNATIONAL LOTTERY INC,80420,30386
19970616,INTERLOTT TECHNOLOGIES INC,80420,30386
19940429,KEMPER STRATEGIC INCOME FUND,80421,30387
19990208,KEMPER STRATEGIC INCOME TRUST,80421,30387
20010102,SCUDDER STRATEGIC INCOME TR,80421,30387
20060206,D W S STRATEGIC INCOME TRUST,80421,30387
20140811,DEUTSCHE STRATEGIC INCOME TRUST,80421,30387
19940407,LEAR SEATING CORP,80422,30388
19960510,LEAR CORP,80422,30388
19940502,MCWHORTER TECHNOLOGIES INC,80423,30389
19940415,MILLS CORP,80424,30390
19940429,R F POWER PRODUCTS INC,80425,30391
19940425,SENIOR STRATEGIC INCOME FUND INC,80426,30392
19830624,VEGA BIOTECHNOLOGIES INC,80427,4784
19940421,T C W D W EMERGING MKTS OPP TR,80428,30393
19940428,TELE DANMARK A S,80429,30394
20010627,TDC A S,80429,30394
19940429,TEMPLETON EMERG MKTS APPR FD INC,80430,30395
19940429,AMERICAN BUILDINGS CO NEW,80431,13029
19940414,AMERICAN EAGLE OUTFITTERS INC,80432,13001
19990408,AMERICAN EAGLE OUTFITTERS INC NE,80432,13001
19940406,BIOMUNE SYSTEMS INC,80433,12974
19940408,LACROSSE FOOTWEAR INC,80434,12986
19721214,VEGA PRECISION LABS INC,80435,25974
19940406,BAY RIDGE BANCORP INC,80436,12977
19940429,BROOKLYN BANCORP INC,80437,13030
19940428,BUCKHEAD AMERICA CORP,80438,13028
19940407,WHOLESALE CELLULAR USA INC,80439,12978
19950915,BRIGHTPOINT INC,80439,12978
19940408,CERPLEX GROUP INC,80440,12988
19940421,C CUBE MICROSYSTEMS INC,80441,13015
20000503,C CUBE MICROSYSTEMS INC NEW,80441,13015
19940412,DIALOGIC CORP,80442,12993
19940415,D T INDUSTRIES INC,80443,13007
19940415,EDUCATIONAL INSIGHTS INC,80444,13004
19940408,FIBERCORP INTERNATIONAL INC,80445,12991
19940425,GARDNER DENVER MACHINERY INC,80446,13008
19980506,GARDNER DENVER INC,80446,13008
19940415,GAME FINANCIAL CORP,80447,13003
19940422,HEARTLAND WIRELESS COMM INC,80448,13019
19940413,HOME FEDERAL SAVINGS BANK DC,80449,12995
19940414,CAMBRIDGE SOUNDWORKS INC,80450,12998
19721214,VELO BIND INC,80451,4777
19860708,VELOBIND INC,80451,4777
